fabricante,tipo_vehículo,transmision,tipo_combustible,cat_precio,marchas,cilindros,tamaño_motor,consumo_ciudad,consumo_carretera,consumo_combinado,mpg,co2
dodge,mid-size,manual,gasolina,rango_medio,6,4,1.4,8.5,5.8,7.3,39,168
dodge,suv - standard,automático,gasolina,rango_medio,8,8,5.7,17.3,10.8,14.4,20,331
dodge,suv - standard,automático,gasolina,rango_medio,8,6,3.6,13.9,9.8,12.1,23,278
dodge,suv - standard,automático,ethanol,rango_medio,8,6,3.6,17.7,13.0,15.6,18,250
dodge,minivan,automático,gasolina,rango_medio,6,6,3.6,13.7,9.4,11.8,24,271
dodge,minivan,automático,ethanol,rango_medio,6,6,3.6,19.2,13.1,16.5,17,264
dodge,suv - small,automático,gasolina,rango_medio,4,4,2.4,12.7,9.1,11.1,25,255
dodge,suv - small,automático,gasolina,rango_medio,6,6,3.6,14.5,9.9,12.4,23,285
dodge,suv - small,automático,gasolina,rango_medio,6,6,3.6,14.2,9.4,12.0,24,276
dodge,suv - small,automático,ethanol,rango_medio,6,6,3.6,18.9,12.9,16.2,17,259
fiat,minicompact,manual,gasolina,asequibles,5,4,1.4,8.5,6.9,7.8,36,179
fiat,minicompact,automático,gasolina,asequibles,6,4,1.4,8.7,6.9,7.9,36,182
fiat,minicompact,manual,gasolina,asequibles,5,4,1.4,7.9,6.3,7.2,39,166
fiat,minicompact,manual,gasolina,asequibles,5,4,1.4,7.6,5.9,6.8,42,156
fiat,station wagon - small,automático manual,gasolina,asequibles,6,4,1.4,10.0,7.2,8.7,32,200
fiat,station wagon - small,manual,gasolina,asequibles,6,4,1.4,9.3,7.2,8.4,34,193
ford,van - cargo,automático,gasolina,rango_medio,4,8,4.6,17.7,14.4,16.2,17,373
ford,van - cargo,automático,ethanol,rango_medio,4,8,4.6,24.1,19.2,21.9,13,350
ford,van - cargo,automático,gasolina,rango_medio,4,8,5.4,19.3,14.7,17.2,16,396
ford,van - cargo,automático,ethanol,rango_medio,4,8,5.4,24.9,19.6,22.5,13,360
ford,van - passenger,automático,gasolina,rango_medio,4,8,4.6,18.6,14.6,16.8,17,386
ford,van - passenger,automático,ethanol,rango_medio,4,8,4.6,25.5,20.0,23.0,12,368
ford,van - passenger,automático,gasolina,rango_medio,5,10,6.8,23.9,17.8,21.2,13,488
ford,van - passenger,automático,gasolina,rango_medio,4,8,5.4,20.6,15.5,18.3,15,421
ford,van - passenger,automático,ethanol,rango_medio,4,8,5.4,26.7,20.5,23.9,12,382
ford,suv - small,automático,gasolina,rango_medio,6,4,2.0,11.3,7.9,9.8,29,225
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,12.6,8.7,10.8,26,248
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.3,9.3,11.5,25,264
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.7,13.7,10.4,12.2,23,281
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.6,10.4,7.4,9.1,31,209
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,10.9,8.0,9.6,29,221
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.9,7.5,9.4,30,216
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.6,10.5,7.9,9.3,30,214
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,11.2,8.5,10.0,28,230
ford,suv - standard,automático,gasolina,rango_medio,6,8,5.4,18.2,13.3,16.0,18,368
ford,suv - standard,automático,ethanol,rango_medio,6,8,5.4,24.5,18.0,21.6,13,346
ford,suv - standard,automático,gasolina,rango_medio,6,4,2.0,11.8,8.3,10.2,28,235
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,14.8,10.7,13.0,22,299
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.7,9.7,11.9,24,274
ford,suv - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,18.3,12.9,15.9,18,254
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,14.3,10.3,12.5,23,288
ford,suv - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,18.9,13.9,16.7,17,267
ford,pickup truck - standard,automático,gasolina,rango_medio,6,6,3.5,14.5,10.6,12.7,22,292
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,14.6,10.6,12.8,22,294
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,6.2,18.3,12.9,15.9,18,366
ford,pickup truck - standard,automático,gasolina,rango_medio,6,6,3.5,15.9,11.3,13.8,20,317
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,15.4,11.0,13.4,21,308
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,6.2,20.1,14.4,17.5,16,402
ford,pickup truck - standard,automático,gasolina,rango_medio,6,6,3.7,14.0,10.3,12.3,23,283
ford,pickup truck - standard,automático,ethanol,rango_medio,6,6,3.7,18.8,13.7,16.5,17,264
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.7,14.0,10.3,12.3,23,283
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.7,18.8,13.7,16.5,17,264
ford,pickup truck - standard,automático,gasolina,rango_medio,6,8,5.0,16.4,12.3,14.6,19,336
ford,pickup truck - standard,automático,ethanol,rango_medio,6,8,5.0,22.1,16.7,19.7,14,315
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.0,16.4,12.3,14.6,19,336
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,8,5.0,22.1,16.7,19.7,14,315
ford,pickup truck - standard,automático,gasolina,rango_medio,6,6,3.7,15.0,11.4,13.4,21,308
ford,pickup truck - standard,automático,ethanol,rango_medio,6,6,3.7,20.2,15.3,18.0,16,288
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.7,15.0,11.4,13.4,21,308
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.7,20.2,15.3,18.0,16,288
ford,pickup truck - standard,automático,gasolina,rango_medio,6,8,5.0,16.8,12.6,14.9,19,343
ford,pickup truck - standard,automático,ethanol,rango_medio,6,8,5.0,22.4,17.0,20.0,14,320
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.0,16.7,12.5,14.8,19,340
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,8,5.0,22.4,16.9,19.9,14,318
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,6.2,20.4,15.0,18.0,16,414
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,6,4,1.6,8.5,6.5,7.6,37,175
ford,subcompact,manual,gasolina,rango_medio,5,4,1.6,8.6,6.4,7.6,37,175
ford,subcompact,manual,gasolina,rango_medio,5,4,1.0,7.5,5.5,6.6,43,152
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,6,4,1.6,8.0,5.8,7.0,40,161
ford,compact,manual,gasolina,rango_medio,6,4,1.6,8.9,6.8,8.0,35,184
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.2,9.4,11.5,25,264
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.7,10.2,12.1,23,278
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,14.8,10.4,12.8,22,294
ford,compact,manual,gasolina,rango_medio,6,4,2.0,10.2,7.4,8.9,32,205
ford,compact,automático,gasolina,rango_medio,6,4,2.0,8.8,6.4,7.7,37,177
ford,compact,automático,ethanol,rango_medio,6,4,2.0,11.7,8.5,10.3,27,165
ford,compact,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,8.9,6.4,7.8,36,179
ford,compact,automático con selector de marcha,ethanol,rango_medio,6,4,2.0,11.7,8.5,10.3,27,165
ford,compact,manual,gasolina,rango_medio,5,4,2.0,9.1,6.6,8.0,35,184
ford,compact,manual,ethanol,rango_medio,5,4,2.0,11.9,8.9,10.6,27,170
ford,compact,automático,gasolina,rango_medio,6,4,2.0,8.4,5.8,7.2,39,166
ford,compact,automático,ethanol,rango_medio,6,4,2.0,11.6,8.3,10.1,28,162
ford,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,1.5,10.1,6.6,8.5,33,196
ford,mid-size,manual,gasolina,rango_medio,6,4,1.6,9.4,6.4,8.1,35,186
ford,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,10.5,7.1,9.0,31,207
ford,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.5,7.0,8.9,32,205
ford,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,1.5,9.5,6.3,8.1,35,186
ford,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,10.9,7.5,9.4,30,216
ford,subcompact,automático,gasolina,rango_medio,6,6,3.7,12.1,7.8,10.2,28,235
ford,subcompact,manual,gasolina,rango_medio,6,6,3.7,12.7,8.1,10.6,27,244
ford,subcompact,automático,gasolina,rango_medio,6,8,5.0,13.3,9.3,11.5,25,264
ford,subcompact,manual,gasolina,rango_medio,6,8,5.0,15.4,9.4,12.7,22,292
ford,subcompact,manual,gasolina premium,rango_medio,6,8,5.8,15.9,9.9,13.2,21,304
ford,subcompact,automático,gasolina,rango_medio,6,6,3.7,12.5,8.2,10.6,27,244
ford,full-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,10.5,7.3,9.1,31,209
ford,full-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.7,9.4,11.8,24,271
ford,full-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,12.1,8.1,10.3,27,237
ford,full-size,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,17.0,11.1,14.3,20,229
ford,full-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.0,9.1,11.2,25,258
ford,full-size,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,18.4,12.5,15.7,18,251
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,6,4,1.6,10.8,8.0,9.5,30,218
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,11.3,8.2,9.9,29,228
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,6,4,1.6,11.5,8.3,10.1,28,232
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,11.9,8.5,10.4,27,239
gmc,suv - standard,automático,gasolina,asequibles,6,6,3.6,14.3,9.9,12.3,23,283
gmc,suv - standard,automático,gasolina,asequibles,6,6,3.6,14.9,10.4,12.9,22,297
gmc,van - cargo,automático,gasolina,asequibles,4,6,4.3,17.1,12.7,15.1,19,347
gmc,van - cargo,automático,gasolina,asequibles,4,8,5.3,18.0,13.4,15.9,18,366
gmc,van - cargo,automático,ethanol,asequibles,4,8,5.3,23.5,17.7,20.9,14,334
gmc,van - cargo,automático,gasolina,asequibles,4,8,5.3,18.3,14.2,16.5,17,380
gmc,van - cargo,automático,ethanol,asequibles,4,8,5.3,23.7,18.8,21.5,13,344
gmc,van - cargo,automático,gasolina,asequibles,4,8,5.3,18.6,13.9,16.5,17,380
gmc,van - cargo,automático,ethanol,asequibles,4,8,5.3,23.9,18.5,21.5,13,344
gmc,van - cargo,automático,ethanol,asequibles,4,8,5.3,25.3,19.3,22.6,12,362
gmc,van - passenger,automático,gasolina,asequibles,4,8,5.3,18.6,13.9,16.5,17,380
gmc,van - passenger,automático,ethanol,asequibles,4,8,5.3,23.9,18.5,21.5,13,344
gmc,van - passenger,automático,gasolina,asequibles,4,8,5.3,18.3,14.2,16.5,17,380
gmc,van - passenger,automático,ethanol,asequibles,4,8,5.3,25.3,19.3,22.6,12,362
gmc,van - passenger,automático,gasolina,asequibles,6,8,4.8,21.1,14.2,18.0,16,414
gmc,van - passenger,automático,gasolina,asequibles,6,8,6.0,21.9,15.0,18.8,15,432
gmc,van - passenger,automático,ethanol,asequibles,6,8,6.0,30.0,20.4,25.7,11,411
gmc,van - passenger,automático,gasolina,asequibles,6,8,4.8,21.3,14.3,18.2,16,419
gmc,van - passenger,automático,gasolina,asequibles,6,8,6.0,22.1,15.0,18.9,15,435
gmc,van - passenger,automático,ethanol,asequibles,6,8,6.0,30.2,20.5,25.8,11,413
gmc,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,13.4,9.9,11.8,24,271
gmc,pickup truck - standard,automático,ethanol,asequibles,6,6,4.3,18.9,14.2,16.8,17,269
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,14.6,10.3,12.7,22,292
gmc,pickup truck - standard,automático,ethanol,asequibles,6,8,5.3,19.5,13.7,16.9,17,270
gmc,pickup truck - standard,automático,gasolina premium,asequibles,6,8,6.2,16.3,11.4,14.1,20,324
gmc,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,14.2,10.6,12.6,22,290
gmc,pickup truck - standard,automático,ethanol,asequibles,6,6,4.3,20.0,15.1,17.8,16,285
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,14.9,10.6,13.0,22,299
gmc,pickup truck - standard,automático,ethanol,asequibles,6,8,5.3,19.9,14.2,17.3,16,277
gmc,pickup truck - standard,automático,gasolina premium,asequibles,6,8,6.2,16.4,11.7,14.3,20,329
gmc,suv - small,automático,gasolina,asequibles,6,4,2.4,10.5,7.3,9.1,31,209
gmc,suv - small,automático,gasolina,asequibles,6,6,3.6,13.9,9.6,12.0,24,276
gmc,suv - small,automático,ethanol,asequibles,6,6,3.6,18.8,13.1,16.2,17,259
gmc,suv - small,automático,gasolina,asequibles,6,4,2.4,11.5,8.2,10.0,28,230
gmc,suv - small,automático,gasolina,asequibles,6,6,3.6,14.8,9.9,12.6,22,290
gmc,suv - small,automático,ethanol,asequibles,6,6,3.6,19.8,13.6,17.0,17,272
gmc,suv - standard,automático,gasolina,asequibles,6,8,5.3,16.0,11.1,13.8,20,317
gmc,suv - standard,automático,ethanol,asequibles,6,8,5.3,21.5,14.6,18.4,15,294
gmc,suv - standard,automático,gasolina premium,asequibles,6,8,6.2,17.0,11.8,14.7,19,338
gmc,suv - standard,automático,ethanol,asequibles,6,8,6.2,23.3,16.1,20.1,14,322
gmc,suv - standard,automático,gasolina premium,asequibles,6,8,6.2,18.8,13.4,16.4,17,377
gmc,suv - standard,automático,ethanol,asequibles,6,8,6.2,25.7,17.8,22.1,13,354
honda,mid-size,automático variable,gasolina,asequibles,7,4,2.4,9.1,6.9,8.1,35,186
honda,mid-size,manual,gasolina,asequibles,6,4,2.4,10.1,6.9,8.7,32,200
honda,mid-size,automático,gasolina,asequibles,6,6,3.5,11.0,6.8,9.1,31,209
honda,mid-size,automático con selector de marcha,gasolina,asequibles,6,6,3.5,11.4,7.3,9.6,29,221
honda,mid-size,manual,gasolina,asequibles,6,6,3.5,13.0,8.4,10.9,26,251
honda,compact,automático variable,gasolina,asequibles,7,4,1.8,8.1,6.2,7.2,39,166
honda,compact,manual,gasolina,asequibles,5,4,1.8,8.5,6.6,7.6,37,175
honda,suv - small,automático,gasolina,asequibles,6,6,3.5,12.5,8.5,10.7,26,246
honda,suv - small,automático,gasolina,asequibles,5,4,2.4,10.3,7.6,9.1,31,209
honda,suv - small,automático,gasolina,asequibles,5,4,2.4,10.6,7.9,9.4,30,216
honda,two-seater,automático variable,gasolina,asequibles,7,4,1.5,6.6,6.0,6.3,45,145
honda,two-seater,manual,gasolina,asequibles,6,4,1.5,7.6,6.1,6.9,41,159
honda,station wagon - small,automático,gasolina,asequibles,5,4,1.5,8.3,6.5,7.5,38,172
honda,station wagon - small,manual,gasolina,asequibles,5,4,1.5,8.3,6.9,7.7,37,177
honda,minivan,automático,gasolina,asequibles,6,6,3.5,12.3,8.5,10.6,27,244
honda,suv - small,automático,gasolina,asequibles,5,6,3.5,13.3,9.3,11.5,25,265
honda,suv - small,automático,gasolina,asequibles,5,6,3.5,13.9,9.7,12.0,24,276
honda,pickup truck - standard,automático,gasolina,asequibles,5,6,3.5,15.2,11.3,13.4,21,308
hyundai,compact,automático,gasolina,asequibles,6,4,1.6,8.8,6.3,7.7,37,177
hyundai,compact,manual,gasolina,asequibles,6,4,1.6,8.7,6.4,7.7,37,177
hyundai,mid-size,automático,gasolina,asequibles,6,4,2.0,9.8,7.2,8.6,33,198
hyundai,mid-size,manual,gasolina,asequibles,6,4,2.0,9.8,7.0,8.5,33,196
hyundai,full-size,automático,gasolina premium,asequibles,8,8,5.0,15.7,10.2,13.2,21,304
hyundai,full-size,automático,gasolina,asequibles,8,6,3.8,13.0,8.7,11.1,25,255
hyundai,suv - small,automático,gasolina,asequibles,6,6,3.3,13.0,9.1,11.2,25,258
hyundai,suv - small,automático,gasolina,asequibles,6,6,3.3,13.3,9.5,11.6,24,267
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.4,11.6,8.7,10.3,27,237
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.0,12.9,9.7,11.5,25,264
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.4,12.5,9.4,11.1,25,255
hyundai,full-size,automático,gasolina,asequibles,6,4,2.0,11.4,7.5,9.6,29,221
hyundai,full-size,automático,gasolina,asequibles,6,4,2.4,9.8,7.0,8.5,33,196
hyundai,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,6.5,5.9,6.2,46,143
hyundai,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,6.6,5.9,6.3,45,145
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.0,10.2,8.2,9.3,30,214
hyundai,suv - small,manual,gasolina,asequibles,6,4,2.0,11.4,8.6,10.1,28,232
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.4,11.3,8.3,10.0,28,230
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.0,11.4,9.3,10.5,27,242
hyundai,suv - small,automático,gasolina,asequibles,6,4,2.4,11.6,9.3,10.6,27,244
hyundai,compact,automático manual,gasolina,asequibles,6,4,1.6,8.6,6.6,7.7,37,177
hyundai,compact,manual,gasolina,asequibles,6,4,1.6,9.1,6.7,8.0,35,184
hyundai,compact,automático,gasolina,asequibles,6,4,1.6,9.9,7.5,8.8,32,202
hyundai,compact,manual,gasolina,asequibles,6,4,1.6,9.7,7.1,8.5,33,196
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.7,12.0,8.0,10.2,28,235
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.7,12.6,8.7,10.8,26,248
infiniti,compact,automático con selector de marcha,gasolina premium,premium,7,6,3.5,8.2,6.7,7.5,38,172
infiniti,compact,automático con selector de marcha,gasolina premium,premium,7,6,3.5,8.7,7.5,8.2,34,189
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.3,9.4,11.5,25,265
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.6,9.3,11.7,24,269
infiniti,subcompact,manual,gasolina premium,premium,6,6,3.7,14.3,9.8,12.3,23,283
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,6,3.7,12.9,8.9,11.1,25,255
infiniti,subcompact,manual,gasolina premium,premium,6,6,3.7,13.5,9.3,11.6,24,267
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.7,12.8,8.9,11.0,26,253
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,8,5.6,14.5,9.5,12.3,23,283
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.2,9.6,11.6,24,267
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,8,5.6,15.0,10.2,12.8,22,294
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.5,8.0,7.0,7.6,37,175
infiniti,station wagon - small,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.6,9.6,11.8,24,271
infiniti,suv - small,automático con selector de marcha,gasolina premium,premium,7,6,3.7,14.5,10.7,12.8,22,294
infiniti,suv - small,automático con selector de marcha,gasolina premium,premium,7,8,5.0,16.6,11.9,14.5,19,334
infiniti,suv - standard,automático con selector de marcha,gasolina premium,premium,7,8,5.6,17.4,12.1,15.0,19,345
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,6,3.0,11.8,8.4,10.3,27,237
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,6,3.0,12.2,8.7,10.6,27,244
jaguar,two-seater,automático con selector de marcha,gasolina premium,premium,8,8,5.0,15.0,10.2,12.8,22,294
jaguar,mid-size,automático con selector de marcha,gasolina premium,premium,8,4,2.0,12.3,8.2,10.5,27,242
jaguar,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.7,9.1,12.2,23,281
jaguar,mid-size,automático con selector de marcha,gasolina premium,premium,8,8,5.0,15.7,10.3,13.3,21,306
jaguar,mid-size,automático con selector de marcha,ethanol,premium,8,8,5.0,21.3,14.1,18.1,16,290
jaguar,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.6,9.6,12.4,23,285
jaguar,full-size,automático con selector de marcha,gasolina premium,premium,8,8,5.0,15.8,10.2,13.3,21,306
jaguar,full-size,automático con selector de marcha,ethanol,premium,8,8,5.0,20.6,13.6,17.5,16,280
jaguar,full-size,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.7,9.6,12.4,23,285
jaguar,minicompact,automático con selector de marcha,gasolina premium,premium,6,8,5.0,15.1,10.6,13.1,22,301
jaguar,minicompact,automático con selector de marcha,gasolina premium,premium,6,8,5.0,14.8,9.9,12.6,22,290
jaguar,minicompact,automático con selector de marcha,gasolina premium,premium,6,8,5.0,15.9,10.9,13.7,21,315
jaguar,minicompact,automático con selector de marcha,gasolina premium,premium,6,8,5.0,15.6,10.9,13.5,21,310
